ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
4670,"SOIL CARBON MANAGEMENT FOR IMPROVED GRASSLAND: LIMPOPO-LIPADI, BOTSWANA",Carbon Credit Capital LLC.,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,Botswana,"10,000",Africa,,2021-03-01,2051-02-28
4671,ANGELIM REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Brazil,"82,582",Latin America,,2020-09-03,2060-09-02
4664,SMG - Cookstove Program 23,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Under validation,India,"113,183",Asia,,2023-01-01,2029-12-31
4665,SMG - Cookstove Program 24,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Under validation,India,"113,198",Asia,,2023-01-01,2029-12-31
4666,SMG - Cookstove Program 25,Shri Maa Marketing Private Limited,Energy demand,,VMR0006,Under validation,India,"132,046",Asia,,2023-01-01,2029-12-31
4659,One Mara Carbon Project,Maasai Mara Wildlife Conservancies Association,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,Kenya,"551,636",Africa,,2020-10-15,2050-10-14
4660,Legacy Forest Climate Initiative,PotlatchDeltic Corporation,Agriculture Forestry and Other Land Use,IFM,VM0010,Under validation,United States,"163,000",North America,,2021-01-01,2050-12-31
4656,Guangdong Foshan Improved Forest Management Project,Foshan Gaoming District Forestry Research Institute,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,"1,586",,,2021-01-01,2040-12-31
4658,Lavardin Improved Forest Management through the Extension of Rotation Age,Pike Carbosur S.A.,Agriculture Forestry and Other Land Use,IFM,VM0003,Under validation,Uruguay,"12,679",Latin America,,2022-09-01,2122-08-31
4655,Improved Grazing Management in Mosaic Forest - Grasslands Landscapes in the Centre-North of Argentina.,Vista Energy Argentina SAU,Agriculture Forestry and Other Land Use,ALM,VM0032,Under validation,Argentina,"9,950",Latin America,,2020-09-01,2040-08-31
4652,The New Zealand Transitional Afforestation Project,New Zealand Forestry Removals Limited,Agriculture Forestry and Other Land Use,ARR,Methodology Under Development,Under development,New Zealand,"10,000",Oceania,,2020-08-31,2080-08-30
4651,The New Zealand Indigenous Forest Regeneration Project,New Zealand Forestry Removals Limited,Agriculture Forestry and Other Land Use,IFM,VM0012,Under validation,New Zealand,"10,000",Oceania,,2020-09-25,2080-09-24
4634,Muyuan Bengbu AWMS GHG Mitigation Project in Anhui Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"240,368",Asia,,2022-08-24,2032-08-23
4635,Muyuan Bozhou AWMS GHG Mitigation Project in Anhui Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"505,516",Asia,,2022-12-01,2032-11-30
4637,Muyuan Fuyang AWMS GHG Mitigation Project in Anhui Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"529,498",Asia,,2022-12-15,2032-12-14
4638,Muyuan Hengshui AWMS GHG Mitigation Project in Hebei Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"278,177",Asia,,2022-08-18,2032-08-17
4639,Muyuan Huaibei AWMS GHG Mitigation Project in Anhui Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"211,951",Asia,,2022-12-13,2032-12-12
4640,Muyuan Weinan AWMS GHG Mitigation Project in Shaanxi Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"528,261",Asia,,2022-12-22,2032-12-21
4641,Muyuan Xingtai AWMS GHG Mitigation Project in Hebei Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"365,374",Asia,,2022-12-12,2032-12-11
4642,Muyuan Xinzhou AWMS GHG Mitigation Project in Shanxi Province,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Under validation,China,"520,057",Asia,,2022-12-12,2032-12-11
4643,Muyuan Yuncheng AWMS GHG Mitigation Project in Shanxi Province,"Muyuan Foods Co., Ltd.","Livestock, enteric fermentation, and manure management",,ACM0010,Under validation,China,"463,667",Asia,,2022-12-27,2032-12-26
4646,"TIST Program in Kenya, VCS-011",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,Kenya,"649,750",Africa,,2004-01-01,2063-12-31
4633,Fortaleza Ituxi II REDD+,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Brazil,"592,928",Latin America,,2021-12-16,2051-12-15
4631,"Ambrosia Agroforestry System, Nagua, Dominican Republic ",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0042,Under development,Dominican Republic,181,Latin America,,2019-07-15,2049-07-14
4632,"Cuango Farm, Afforestation Colon, Panama",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,ACM0003,Under development,Panama,"2,987",Latin America,,2019-12-04,2049-12-03
4629,Lishu Blackland Conservation Project in Jilin Province,"Jilin Kangfu Environmental Energy Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"55,509",Asia,,2022-11-20,2122-11-19
4630,AGROFORESTRY PLANTATIONS TO ENHANCE THE LIVELIHOOD OF RURAL COMMUNITIES IN INDIA,Infinite Environmental Solutions LLP,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under development,India,"8,361",Asia,,2020-08-15,2060-08-14
4627,"Trees for Livelihood in Madhya Pradesh, India",Value Network Ventures PTE. LTD.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,India,"3,864",Asia,,2023-06-28,2043-06-27
4626,Regeneration Meghalaya,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,India,"725,560",Asia,,2023-07-12,2067-07-11
4625,"PROJECT FOR VERMICOMPOSTING OF LIVESTOCK MANURE IN CHHATTISGARH, INDIA",SWANITI INITIATIVE,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.F.,Under development,India,"59,918",Asia,,2023-01-01,2029-12-31
4623,REDD+ Mwali Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Comoros,"22,061",Africa,,2021-08-01,2031-07-31
4621,Shandong Ju County ALM Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"134,210",Asia,,2021-01-01,2040-12-31
4622,ESTIMATION OF THE GHG EMISSIONS OF THE GRUPO TRANSPORTES MONTERREY S.A.P.I. DE C.V. VEHICLE FLEET,Multiple Proponents,Transport,,AMS-III.S.,Registration and verification approval request denied,Mexico,"23,483",North America,,2022-01-01,2031-12-31
4617,"Kwango River Project, Democratic Republic of Congo",FRM Commitment,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,"Congo, The Democratic Republic of The","166,669",Africa,,2023-04-18,2053-04-17
4609,Hainan Jinhua IFM(Coversion of logged to protected forest)  Project,"Hainan Jinhua Forestry Co,. Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,"82,881",Asia,,2020-09-01,2050-08-31
4611,Halmahera Zero-Waste Renewable Energy and Biochar Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.E.; VM0044,Registration requested,Indonesia,"28,489",Asia,,2023-11-01,2033-10-31
4613,ENHANCING INCOME FOR SMALLHOLDER FARMERS THROUGH HORTICULTURE-BASED CULTIVATION IN THE WESTERN REGION OF INDIA,Varaha ClimateAg Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,India,"531,212",Asia,,2020-07-31,2040-07-30
4605,Hubei Longshen Composting Project,"Hubei Longshen fertilizer Co., Ltd","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Under validation,China,"59,514",Asia,,2022-07-01,2032-06-30
4606,Qinghai Gangcha Improved Grassland Management Project,"Gangcha County Urban and Rural Investment Development Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,"125,862",Asia,,2021-05-31,2061-05-30
4607,KOSHER BLUE CARBON -1,Kosher Climate India Pvt. Ltd.,Agriculture Forestry and Other Land Use,ARR,VM0033,Registration requested,India,"82,879",Asia,,2023-01-01,2082-12-31
4602,"REDD Carbon and Biodiversity Project, Greater El Rey Area, Jujuy, Argentina",VisionNetZero GmbH,Agriculture Forestry and Other Land Use,REDD,VM0009,Registration requested,Argentina,"85,240",Latin America,,2023-03-08,2033-03-07
4603,BATIKIPAS BIOGAS PLANT,Batıkipaş Kağıt San. Ve Tic. A.Ş.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0014,Registration request denied,Turkey,"45,387",Europe,,2022-10-14,2029-10-13
4598,Enhancing Livelihoods of Farmers in Gujarat through Agroforestry Plantations by SHBVM,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registration requested,India,"6,465",Asia,,2020-08-01,2060-07-31
4596,Carbon Emission Reduction Project through Improved Water Management in Bio-farming,"AGBIOTECH Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Japan,"5,205",Asia,,2023-09-01,2030-08-31
4597,Varanasi Harit Koyla Pariyojna,NTPC Vidyut Vyapar Nigam Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,India,"143,324",Asia,,2024-01-01,2030-12-31
4591,PIEMONTE BAMBOO,GAIA s.r.l. Societa Agricola,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Italy,"1,974,411",Europe,,2021-01-10,2061-01-09
4593,Cycling the Change,Tembici Participações,Transport,,AMS-III.BM,Registration requested,Brazil,"1,158",Latin America,,2022-09-30,2029-09-29
4584,A-Thermal General & Hazardous Waste Treatment Plant,A-Thermal Retort Technologies (Pty) Ltd,Waste handling and disposal,,AMS-III.L.,Under validation,South Africa,"27,600",Africa,,2023-09-01,2033-08-31
4585,Better cooking for a better health In Rusizi district - Rwanda,Kiasi Energies,Energy demand,,AMS-II.G.; VMR0006,Registration requested,Rwanda,"123,439",Africa,,2023-05-15,2033-05-14
4587,Boreal Wildlands Forest Carbon Offset Project,The Nature Conservancy of Canada,Agriculture Forestry and Other Land Use,IFM,VM0034,Under validation,Canada,"251,959",North America,,2022-09-01,2082-08-31
4579,REGENERATIVE AGRICULTURE AND CARBON PROJECT IN SPAIN,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Spain,"10,060",Europe,,2024-06-28,2064-06-27
4578,Biochar Project-1 by WeAct,WeAct Pty Ltd.,Waste handling and disposal,,VM0044,Registration and verification approval requested,India,"21,326",Asia,,2023-04-12,2030-04-11
4571,Muyuan Urad AWMS GHG Mitigation Project in Inner Mongolia,"Muyuan Foods Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registration requested,China,"114,809",Asia,,2022-02-15,2032-02-14
4574,MAHARASHTRA AND GUJARAT INITIATIVE FOR REGENERATIVE AGRICULTURE AND INCOME CREATION,Grow Indigo Private Ltd,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration requested,India,"3,600,000",Asia,,2020-05-10,2040-05-09
4576,AS KOC POLATLI BIOGAS POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Under validation,Turkey,"353,565",Middle East,,2022-04-16,2029-04-15
4577,GROUPED ARR PROJECT IN TELANGANA,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,"35,794",Asia,,2020-08-01,2050-07-31
4563,ALLCOT BLUE CARBON MANGROVE PROJECT IN SENEGAL (ABC  Mangrove Senegal),ALLCOT AG,Agriculture Forestry and Other Land Use,WRC,VM0033,Registration requested,Senegal,"71,548",Africa,,2022-08-18,2062-08-17
4560,AJINOMOTO GROUPED PROJECT:  REDUCTION OF METHANE EMISSIONS IN  THE DAIRY SECTOR,"Ajinomoto Co., Inc.","Livestock, enteric fermentation, and manure management",,VM0041,Under development,Japan,"33,074",Asia,,2023-09-01,2030-08-31
4561,Shandong Zhucheng ALM Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,"173,573",Asia,,2021-01-01,2040-12-31
4555,Hunan Fufeng Composting Project,"Hunan Fufeng fertilizer Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.F.,Under validation,China,"41,213",Asia,,2022-05-01,2032-04-30
4556,Huaian Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project,"Tech-Bank Food Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registration requested,China,"100,028",Asia,,2022-09-01,2032-08-31
4557,Strengthening rural livelihood through carbon finance: Agroforestry practices in Bareilly Forest Circle of Uttar Pradesh,Uttar Pradesh Forest Department,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registration requested,India,"18,382",Asia,,2020-08-28,2050-08-27
4548,"Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project in Chuzhou& Bengbu, Anhui","Tech-Bank Food Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,AMS-III.D.,Registration and verification approval requested,China,"124,836",Asia,,2023-01-01,2032-12-31
4549,Heze Tech-Bank Animal Waste Management Systems (AWMS) GHG Mitigation Project,"Tech-Bank Food Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registration requested,China,"120,184",Asia,,2022-08-01,2032-07-31
4551,Hubei Badong IFM PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,"27,123",Asia,,2020-11-01,2040-10-31
4552,UÁKIRY REDD+ AUDD  GROUPED PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,"147,028",Latin America,,2021-08-02,2121-08-01
4554,BiodeS Biogas Recovery and Electricity Generation,Agro de Souza S.A.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.D.,Registration requested,Argentina,"14,399",Latin America,,2022-09-19,2029-09-18
4545,Sodom Hanba Improved Grassland Management Project,"Inner Mongolia Chengyao Grassland, Forestry and Animal Husbandry Ecological Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,"408,247",Asia,,2020-08-28,2060-08-27
4543,Leconi Agroforestry Project in Haut-Ogooue (LAPHO),AERA Group,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,"Gabon ","1,054,763",Africa,,2023-09-01,2043-08-31
4540,THE NAGALAND 4 CHANGE REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,India,"200,000",Asia,,2023-04-22,2043-04-21
4541,SUNDARI MANGROVE RESTORATION PROJECT IN THE INDIAN SUNDARBANS,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,India,"32,618",Asia,,2024-01-01,2043-12-31
4538,The Zambia Project -- Safe drinking water supply project in Western Zambia,Xpotential Mining Services (Pty) Ltd,Energy demand,,AMS-III.AV.,Under validation,Zambia,"25,157",Africa,,2025-01-01,2031-12-31
4534,Decarbonisation of UK Homes,"Arniston Ltd, trading as Snugg",Energy demand,,VM0008,Under validation,United Kingdom,"829,505",Europe,,2024-01-01,2030-12-31
4535,SHIFT FROM ROAD FREIGHT TO PIPELINE IN TRANSPORTATION OF LIQUID FUELS IN BRAZIL,Logum Logistica S.A.,Transport,,AM0110,Under validation,Brazil,"92,059",Latin America,,2021-08-24,2031-08-23
4532,INTELLIGENT AGRICULTURE OF THE MEDITERRANEAN,GAIA s.r.l. Societa Agricola,Agriculture Forestry and Other Land Use,ALM,AR-ACM0003; VM0042,Under validation,Italy,"170,419",Europe,,2023-06-01,2063-05-31
4528,Sichuan Lizhou Improved Forest Management Project,China Carbon Sinks Holdings Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,"37,757",Asia,,2020-06-28,2050-06-27
4529,Shaanxi Fengxian Improved Forest Management Project,China Carbon Sinks Holdings Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,China,"27,812",Asia,,2020-06-28,2050-06-27
